Building,Room Name,Capacity,Date,Time,Status
The Hub,Hub Meeting Room 2,12,2026-02-21,09:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,09:30,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,10:00,Booked
The Hub,Hub Meeting Room 2,12,2026-02-21,10:30,Booked
The Hub,Hub Meeting Room 2,12,2026-02-21,11:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,11:30,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,12:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,12:30,Booked
The Hub,Hub Meeting Room 2,12,2026-02-21,13:00,Booked
The Hub,Hub Meeting Room 2,12,2026-02-21,13:30,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,14:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,14:30,Booked
The Hub,Hub Meeting Room 2,12,2026-02-21,15:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,15:30,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,16:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,16:30,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,17:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,17:30,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,18:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,18:30,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,19:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,19:30,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,20:00,Available
The Hub,Hub Meeting Room 2,12,2026-02-21,20:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,09:00,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,09:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,10:00,Booked
The Hub,Hub Meeting Room 3,12,2026-02-21,10:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,11:00,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,11:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,12:00,Booked
The Hub,Hub Meeting Room 3,12,2026-02-21,12:30,Booked
The Hub,Hub Meeting Room 3,12,2026-02-21,13:00,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,13:30,Booked
The Hub,Hub Meeting Room 3,12,2026-02-21,14:00,Booked
The Hub,Hub Meeting Room 3,12,2026-02-21,14:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,15:00,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,15:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,16:00,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,16:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,17:00,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,17:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,18:00,Booked
The Hub,Hub Meeting Room 3,12,2026-02-21,18:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,19:00,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,19:30,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,20:00,Available
The Hub,Hub Meeting Room 3,12,2026-02-21,20:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,09:00,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,09:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,10:00,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,10:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,11:00,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,11:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,12:00,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,12:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,13:00,Booked
The Hub,Hub Meeting Room 4,12,2026-02-21,13:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,14:00,Booked
The Hub,Hub Meeting Room 4,12,2026-02-21,14:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,15:00,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,15:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,16:00,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,16:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,17:00,Booked
The Hub,Hub Meeting Room 4,12,2026-02-21,17:30,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,18:00,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,18:30,Booked
The Hub,Hub Meeting Room 4,12,2026-02-21,19:00,Available
The Hub,Hub Meeting Room 4,12,2026-02-21,19:30,Booked
The Hub,Hub Meeting Room 4,12,2026-02-21,20:00,Booked
The Hub,Hub Meeting Room 4,12,2026-02-21,20:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,09:00,Booked
Fenwick Library,Fenwick 1014,4,2026-02-22,09:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,10:00,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,10:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,11:00,Booked
Fenwick Library,Fenwick 1014,4,2026-02-22,11:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,12:00,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,12:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,13:00,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,13:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,14:00,Booked
Fenwick Library,Fenwick 1014,4,2026-02-22,14:30,Booked
Fenwick Library,Fenwick 1014,4,2026-02-22,15:00,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,15:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,16:00,Booked
Fenwick Library,Fenwick 1014,4,2026-02-22,16:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,17:00,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,17:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,18:00,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,18:30,Booked
Fenwick Library,Fenwick 1014,4,2026-02-22,19:00,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,19:30,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,20:00,Available
Fenwick Library,Fenwick 1014,4,2026-02-22,20:30,Booked
Fenwick Library,Fenwick 2020,4,2026-02-22,09:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,09:30,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,10:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,10:30,Booked
Fenwick Library,Fenwick 2020,4,2026-02-22,11:00,Booked
Fenwick Library,Fenwick 2020,4,2026-02-22,11:30,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,12:00,Booked
Fenwick Library,Fenwick 2020,4,2026-02-22,12:30,Booked
Fenwick Library,Fenwick 2020,4,2026-02-22,13:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,13:30,Booked
Fenwick Library,Fenwick 2020,4,2026-02-22,14:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,14:30,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,15:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,15:30,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,16:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,16:30,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,17:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,17:30,Booked
Fenwick Library,Fenwick 2020,4,2026-02-22,18:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,18:30,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,19:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,19:30,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,20:00,Available
Fenwick Library,Fenwick 2020,4,2026-02-22,20:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,09:00,Booked
Fenwick Library,Fenwick 3001,4,2026-02-22,09:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,10:00,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,10:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,11:00,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,11:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,12:00,Booked
Fenwick Library,Fenwick 3001,4,2026-02-22,12:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,13:00,Booked
Fenwick Library,Fenwick 3001,4,2026-02-22,13:30,Booked
Fenwick Library,Fenwick 3001,4,2026-02-22,14:00,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,14:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,15:00,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,15:30,Booked
Fenwick Library,Fenwick 3001,4,2026-02-22,16:00,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,16:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,17:00,Booked
Fenwick Library,Fenwick 3001,4,2026-02-22,17:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,18:00,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,18:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,19:00,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,19:30,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,20:00,Available
Fenwick Library,Fenwick 3001,4,2026-02-22,20:30,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,09:00,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,09:30,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,10:00,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,10:30,Booked
Fenwick Library,Fenwick 4004,4,2026-02-22,11:00,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,11:30,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,12:00,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,12:30,Booked
Fenwick Library,Fenwick 4004,4,2026-02-22,13:00,Booked
Fenwick Library,Fenwick 4004,4,2026-02-22,13:30,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,14:00,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,14:30,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,15:00,Booked
Fenwick Library,Fenwick 4004,4,2026-02-22,15:30,Booked
Fenwick Library,Fenwick 4004,4,2026-02-22,16:00,Booked
Fenwick Library,Fenwick 4004,4,2026-02-22,16:30,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,17:00,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,17:30,Booked
Fenwick Library,Fenwick 4004,4,2026-02-22,18:00,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,18:30,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,19:00,Booked
Fenwick Library,Fenwick 4004,4,2026-02-22,19:30,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,20:00,Available
Fenwick Library,Fenwick 4004,4,2026-02-22,20:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,09:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,09:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,10:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,10:30,Booked
Fenwick Library,Fenwick 5005,4,2026-02-22,11:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,11:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,12:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,12:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,13:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,13:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,14:00,Booked
Fenwick Library,Fenwick 5005,4,2026-02-22,14:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,15:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,15:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,16:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,16:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,17:00,Booked
Fenwick Library,Fenwick 5005,4,2026-02-22,17:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,18:00,Booked
Fenwick Library,Fenwick 5005,4,2026-02-22,18:30,Booked
Fenwick Library,Fenwick 5005,4,2026-02-22,19:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,19:30,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,20:00,Available
Fenwick Library,Fenwick 5005,4,2026-02-22,20:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,09:00,Available
Mason Square Library,Arlington 111,6,2026-02-22,09:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,10:00,Available
Mason Square Library,Arlington 111,6,2026-02-22,10:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,11:00,Available
Mason Square Library,Arlington 111,6,2026-02-22,11:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,12:00,Booked
Mason Square Library,Arlington 111,6,2026-02-22,12:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,13:00,Booked
Mason Square Library,Arlington 111,6,2026-02-22,13:30,Booked
Mason Square Library,Arlington 111,6,2026-02-22,14:00,Available
Mason Square Library,Arlington 111,6,2026-02-22,14:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,15:00,Booked
Mason Square Library,Arlington 111,6,2026-02-22,15:30,Booked
Mason Square Library,Arlington 111,6,2026-02-22,16:00,Available
Mason Square Library,Arlington 111,6,2026-02-22,16:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,17:00,Available
Mason Square Library,Arlington 111,6,2026-02-22,17:30,Booked
Mason Square Library,Arlington 111,6,2026-02-22,18:00,Available
Mason Square Library,Arlington 111,6,2026-02-22,18:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,19:00,Available
Mason Square Library,Arlington 111,6,2026-02-22,19:30,Available
Mason Square Library,Arlington 111,6,2026-02-22,20:00,Booked
Mason Square Library,Arlington 111,6,2026-02-22,20:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,09:00,Available
Mason Square Library,Arlington 222,6,2026-02-22,09:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,10:00,Booked
Mason Square Library,Arlington 222,6,2026-02-22,10:30,Booked
Mason Square Library,Arlington 222,6,2026-02-22,11:00,Available
Mason Square Library,Arlington 222,6,2026-02-22,11:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,12:00,Available
Mason Square Library,Arlington 222,6,2026-02-22,12:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,13:00,Available
Mason Square Library,Arlington 222,6,2026-02-22,13:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,14:00,Booked
Mason Square Library,Arlington 222,6,2026-02-22,14:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,15:00,Available
Mason Square Library,Arlington 222,6,2026-02-22,15:30,Booked
Mason Square Library,Arlington 222,6,2026-02-22,16:00,Booked
Mason Square Library,Arlington 222,6,2026-02-22,16:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,17:00,Available
Mason Square Library,Arlington 222,6,2026-02-22,17:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,18:00,Booked
Mason Square Library,Arlington 222,6,2026-02-22,18:30,Available
Mason Square Library,Arlington 222,6,2026-02-22,19:00,Available
Mason Square Library,Arlington 222,6,2026-02-22,19:30,Booked
Mason Square Library,Arlington 222,6,2026-02-22,20:00,Available
Mason Square Library,Arlington 222,6,2026-02-22,20:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,09:00,Available
Mason Square Library,Arlington 333,6,2026-02-22,09:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,10:00,Available
Mason Square Library,Arlington 333,6,2026-02-22,10:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,11:00,Booked
Mason Square Library,Arlington 333,6,2026-02-22,11:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,12:00,Booked
Mason Square Library,Arlington 333,6,2026-02-22,12:30,Booked
Mason Square Library,Arlington 333,6,2026-02-22,13:00,Available
Mason Square Library,Arlington 333,6,2026-02-22,13:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,14:00,Booked
Mason Square Library,Arlington 333,6,2026-02-22,14:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,15:00,Available
Mason Square Library,Arlington 333,6,2026-02-22,15:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,16:00,Available
Mason Square Library,Arlington 333,6,2026-02-22,16:30,Booked
Mason Square Library,Arlington 333,6,2026-02-22,17:00,Available
Mason Square Library,Arlington 333,6,2026-02-22,17:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,18:00,Booked
Mason Square Library,Arlington 333,6,2026-02-22,18:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,19:00,Available
Mason Square Library,Arlington 333,6,2026-02-22,19:30,Available
Mason Square Library,Arlington 333,6,2026-02-22,20:00,Available
Mason Square Library,Arlington 333,6,2026-02-22,20:30,Available
Mercer Library,Mercer A,8,2026-02-22,09:00,Available
Mercer Library,Mercer A,8,2026-02-22,09:30,Available
Mercer Library,Mercer A,8,2026-02-22,10:00,Booked
Mercer Library,Mercer A,8,2026-02-22,10:30,Available
Mercer Library,Mercer A,8,2026-02-22,11:00,Booked
Mercer Library,Mercer A,8,2026-02-22,11:30,Available
Mercer Library,Mercer A,8,2026-02-22,12:00,Available
Mercer Library,Mercer A,8,2026-02-22,12:30,Available
Mercer Library,Mercer A,8,2026-02-22,13:00,Booked
Mercer Library,Mercer A,8,2026-02-22,13:30,Available
Mercer Library,Mercer A,8,2026-02-22,14:00,Available
Mercer Library,Mercer A,8,2026-02-22,14:30,Available
Mercer Library,Mercer A,8,2026-02-22,15:00,Booked
Mercer Library,Mercer A,8,2026-02-22,15:30,Booked
Mercer Library,Mercer A,8,2026-02-22,16:00,Available
Mercer Library,Mercer A,8,2026-02-22,16:30,Available
Mercer Library,Mercer A,8,2026-02-22,17:00,Available
Mercer Library,Mercer A,8,2026-02-22,17:30,Available
Mercer Library,Mercer A,8,2026-02-22,18:00,Available
Mercer Library,Mercer A,8,2026-02-22,18:30,Available
Mercer Library,Mercer A,8,2026-02-22,19:00,Available
Mercer Library,Mercer A,8,2026-02-22,19:30,Booked
Mercer Library,Mercer A,8,2026-02-22,20:00,Available
Mercer Library,Mercer A,8,2026-02-22,20:30,Available
Mercer Library,Mercer B,8,2026-02-22,09:00,Available
Mercer Library,Mercer B,8,2026-02-22,09:30,Booked
Mercer Library,Mercer B,8,2026-02-22,10:00,Available
Mercer Library,Mercer B,8,2026-02-22,10:30,Available
Mercer Library,Mercer B,8,2026-02-22,11:00,Available
Mercer Library,Mercer B,8,2026-02-22,11:30,Available
Mercer Library,Mercer B,8,2026-02-22,12:00,Available
Mercer Library,Mercer B,8,2026-02-22,12:30,Booked
Mercer Library,Mercer B,8,2026-02-22,13:00,Booked
Mercer Library,Mercer B,8,2026-02-22,13:30,Booked
Mercer Library,Mercer B,8,2026-02-22,14:00,Available
Mercer Library,Mercer B,8,2026-02-22,14:30,Available
Mercer Library,Mercer B,8,2026-02-22,15:00,Available
Mercer Library,Mercer B,8,2026-02-22,15:30,Available
Mercer Library,Mercer B,8,2026-02-22,16:00,Available
Mercer Library,Mercer B,8,2026-02-22,16:30,Available
Mercer Library,Mercer B,8,2026-02-22,17:00,Booked
Mercer Library,Mercer B,8,2026-02-22,17:30,Booked
Mercer Library,Mercer B,8,2026-02-22,18:00,Available
Mercer Library,Mercer B,8,2026-02-22,18:30,Booked
Mercer Library,Mercer B,8,2026-02-22,19:00,Available
Mercer Library,Mercer B,8,2026-02-22,19:30,Available
Mercer Library,Mercer B,8,2026-02-22,20:00,Booked
Mercer Library,Mercer B,8,2026-02-22,20:30,Available
Mercer Library,Mercer C,8,2026-02-22,09:00,Booked
Mercer Library,Mercer C,8,2026-02-22,09:30,Available
Mercer Library,Mercer C,8,2026-02-22,10:00,Available
Mercer Library,Mercer C,8,2026-02-22,10:30,Available
Mercer Library,Mercer C,8,2026-02-22,11:00,Available
Mercer Library,Mercer C,8,2026-02-22,11:30,Booked
Mercer Library,Mercer C,8,2026-02-22,12:00,Available
Mercer Library,Mercer C,8,2026-02-22,12:30,Available
Mercer Library,Mercer C,8,2026-02-22,13:00,Available
Mercer Library,Mercer C,8,2026-02-22,13:30,Available
Mercer Library,Mercer C,8,2026-02-22,14:00,Available
Mercer Library,Mercer C,8,2026-02-22,14:30,Available
Mercer Library,Mercer C,8,2026-02-22,15:00,Available
Mercer Library,Mercer C,8,2026-02-22,15:30,Available
Mercer Library,Mercer C,8,2026-02-22,16:00,Available
Mercer Library,Mercer C,8,2026-02-22,16:30,Booked
Mercer Library,Mercer C,8,2026-02-22,17:00,Available
Mercer Library,Mercer C,8,2026-02-22,17:30,Available
Mercer Library,Mercer C,8,2026-02-22,18:00,Available
Mercer Library,Mercer C,8,2026-02-22,18:30,Available
Mercer Library,Mercer C,8,2026-02-22,19:00,Available
Mercer Library,Mercer C,8,2026-02-22,19:30,Available
Mercer Library,Mercer C,8,2026-02-22,20:00,Available
Mercer Library,Mercer C,8,2026-02-22,20:30,Available
Mercer Library,Mercer D,8,2026-02-22,09:00,Booked
Mercer Library,Mercer D,8,2026-02-22,09:30,Available
Mercer Library,Mercer D,8,2026-02-22,10:00,Booked
Mercer Library,Mercer D,8,2026-02-22,10:30,Available
Mercer Library,Mercer D,8,2026-02-22,11:00,Available
Mercer Library,Mercer D,8,2026-02-22,11:30,Booked
Mercer Library,Mercer D,8,2026-02-22,12:00,Booked
Mercer Library,Mercer D,8,2026-02-22,12:30,Available
Mercer Library,Mercer D,8,2026-02-22,13:00,Available
Mercer Library,Mercer D,8,2026-02-22,13:30,Available
Mercer Library,Mercer D,8,2026-02-22,14:00,Available
Mercer Library,Mercer D,8,2026-02-22,14:30,Booked
Mercer Library,Mercer D,8,2026-02-22,15:00,Available
Mercer Library,Mercer D,8,2026-02-22,15:30,Booked
Mercer Library,Mercer D,8,2026-02-22,16:00,Booked
Mercer Library,Mercer D,8,2026-02-22,16:30,Available
Mercer Library,Mercer D,8,2026-02-22,17:00,Available
Mercer Library,Mercer D,8,2026-02-22,17:30,Available
Mercer Library,Mercer D,8,2026-02-22,18:00,Available
Mercer Library,Mercer D,8,2026-02-22,18:30,Available
Mercer Library,Mercer D,8,2026-02-22,19:00,Booked
Mercer Library,Mercer D,8,2026-02-22,19:30,Booked
Mercer Library,Mercer D,8,2026-02-22,20:00,Available
Mercer Library,Mercer D,8,2026-02-22,20:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,09:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,09:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,10:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,10:30,Booked
Innovation Hall,Innovation 101,10,2026-02-22,11:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,11:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,12:00,Booked
Innovation Hall,Innovation 101,10,2026-02-22,12:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,13:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,13:30,Booked
Innovation Hall,Innovation 101,10,2026-02-22,14:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,14:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,15:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,15:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,16:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,16:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,17:00,Booked
Innovation Hall,Innovation 101,10,2026-02-22,17:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,18:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,18:30,Available
Innovation Hall,Innovation 101,10,2026-02-22,19:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,19:30,Booked
Innovation Hall,Innovation 101,10,2026-02-22,20:00,Available
Innovation Hall,Innovation 101,10,2026-02-22,20:30,Available
Innovation Hall,Innovation 102,10,2026-02-22,09:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,09:30,Booked
Innovation Hall,Innovation 102,10,2026-02-22,10:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,10:30,Available
Innovation Hall,Innovation 102,10,2026-02-22,11:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,11:30,Booked
Innovation Hall,Innovation 102,10,2026-02-22,12:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,12:30,Available
Innovation Hall,Innovation 102,10,2026-02-22,13:00,Booked
Innovation Hall,Innovation 102,10,2026-02-22,13:30,Booked
Innovation Hall,Innovation 102,10,2026-02-22,14:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,14:30,Available
Innovation Hall,Innovation 102,10,2026-02-22,15:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,15:30,Available
Innovation Hall,Innovation 102,10,2026-02-22,16:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,16:30,Available
Innovation Hall,Innovation 102,10,2026-02-22,17:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,17:30,Available
Innovation Hall,Innovation 102,10,2026-02-22,18:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,18:30,Available
Innovation Hall,Innovation 102,10,2026-02-22,19:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,19:30,Booked
Innovation Hall,Innovation 102,10,2026-02-22,20:00,Available
Innovation Hall,Innovation 102,10,2026-02-22,20:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,09:00,Booked
Innovation Hall,Innovation 201,10,2026-02-22,09:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,10:00,Available
Innovation Hall,Innovation 201,10,2026-02-22,10:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,11:00,Available
Innovation Hall,Innovation 201,10,2026-02-22,11:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,12:00,Booked
Innovation Hall,Innovation 201,10,2026-02-22,12:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,13:00,Booked
Innovation Hall,Innovation 201,10,2026-02-22,13:30,Booked
Innovation Hall,Innovation 201,10,2026-02-22,14:00,Available
Innovation Hall,Innovation 201,10,2026-02-22,14:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,15:00,Booked
Innovation Hall,Innovation 201,10,2026-02-22,15:30,Booked
Innovation Hall,Innovation 201,10,2026-02-22,16:00,Available
Innovation Hall,Innovation 201,10,2026-02-22,16:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,17:00,Available
Innovation Hall,Innovation 201,10,2026-02-22,17:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,18:00,Booked
Innovation Hall,Innovation 201,10,2026-02-22,18:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,19:00,Available
Innovation Hall,Innovation 201,10,2026-02-22,19:30,Available
Innovation Hall,Innovation 201,10,2026-02-22,20:00,Available
Innovation Hall,Innovation 201,10,2026-02-22,20:30,Available
Innovation Hall,Innovation 202,10,2026-02-22,09:00,Available
Innovation Hall,Innovation 202,10,2026-02-22,09:30,Available
Innovation Hall,Innovation 202,10,2026-02-22,10:00,Available
Innovation Hall,Innovation 202,10,2026-02-22,10:30,Booked
Innovation Hall,Innovation 202,10,2026-02-22,11:00,Available
Innovation Hall,Innovation 202,10,2026-02-22,11:30,Available
Innovation Hall,Innovation 202,10,2026-02-22,12:00,Available
Innovation Hall,Innovation 202,10,2026-02-22,12:30,Booked
Innovation Hall,Innovation 202,10,2026-02-22,13:00,Booked
